template,dataset,status,normalized,data_modality,task_type,problem_type,z_score
025fe8f5fa15.json,uu8_posts_1_MIN_METADATA,SCORED,0.9839733600622516,multi_table,regression,multi_table/regression,0.04245186975004287
36f1b78c3053.json,uu8_posts_1_MIN_METADATA,SCORED,0.9839733600622516,multi_table,regression,multi_table/regression,0.04245186975004287
2a014d12163d.json,uu8_posts_1_MIN_METADATA,SCORED,0.9839517622158668,multi_table,regression,multi_table/regression,0.03414269608400038
d57d3e92abe9.json,uu8_posts_1_MIN_METADATA,SCORED,0.9839162829017772,multi_table,regression,multi_table/regression,0.02049301189466468
b4e63a629127.json,uu8_posts_1_MIN_METADATA,SCORED,0.9839162829017772,multi_table,regression,multi_table/regression,0.02049301189466468
83aa17a37df6.json,uu8_posts_1_MIN_METADATA,SCORED,0.9839162829017772,multi_table,regression,multi_table/regression,0.02049301189466468
e8756a7b0604.json,uu8_posts_1_MIN_METADATA,SCORED,0.9839162829017772,multi_table,regression,multi_table/regression,0.02049301189466468
12c9595e773d.json,uu8_posts_1_MIN_METADATA,SCORED,0.9839162829017772,multi_table,regression,multi_table/regression,0.02049301189466468
6dfd80a7a084.json,uu8_posts_1_MIN_METADATA,SCORED,0.9839162829017772,multi_table,regression,multi_table/regression,0.02049301189466468
0f7a61df90a6.json,uu8_posts_1_MIN_METADATA,SCORED,0.9839162829017772,multi_table,regression,multi_table/regression,0.02049301189466468
5c76dcb50300.json,uu8_posts_1_MIN_METADATA,SCORED,0.9839162829017772,multi_table,regression,multi_table/regression,0.02049301189466468
def560d168ed.json,uu8_posts_1_MIN_METADATA,SCORED,0.9839162829017772,multi_table,regression,multi_table/regression,0.02049301189466468
6cb8995cf9ad.json,uu8_posts_1_MIN_METADATA,SCORED,0.9839162829017772,multi_table,regression,multi_table/regression,0.02049301189466468
aef1cec9ecfe.json,uu8_posts_1_MIN_METADATA,SCORED,0.9839162829017772,multi_table,regression,multi_table/regression,0.02049301189466468
c4c9f20dde82.json,uu8_posts_1_MIN_METADATA,SCORED,0.9839162829017772,multi_table,regression,multi_table/regression,0.02049301189466468
966372ef1eec.json,uu8_posts_1_MIN_METADATA,SCORED,0.9839162829017772,multi_table,regression,multi_table/regression,0.02049301189466468
01cbe0574935.json,uu8_posts_1_MIN_METADATA,SCORED,0.9839162829017772,multi_table,regression,multi_table/regression,0.02049301189466468
c8a745d1e6f7.json,uu8_posts_1_MIN_METADATA,SCORED,0.9839162829017772,multi_table,regression,multi_table/regression,0.02049301189466468
6e6b17c842bc.json,uu8_posts_1_MIN_METADATA,SCORED,0.983887996017044,multi_table,regression,multi_table/regression,0.009610415846325266
bf92c841052b.json,uu8_posts_1_MIN_METADATA,SCORED,0.9838874391407963,multi_table,regression,multi_table/regression,0.009396173121844716
b59e2dcdf27a.json,uu8_posts_1_MIN_METADATA,SCORED,0.9838868672373994,multi_table,regression,multi_table/regression,0.009176149117553345
ea31f4a1f88a.json,uu8_posts_1_MIN_METADATA,SCORED,0.9838868672110356,multi_table,regression,multi_table/regression,0.009176138974810915
424f8db6e24a.json,uu8_posts_1_MIN_METADATA,SCORED,0.9838868672110356,multi_table,regression,multi_table/regression,0.009176138974810915
2e1ad943e48d.json,uu8_posts_1_MIN_METADATA,SCORED,0.9838862195187751,multi_table,regression,multi_table/regression,0.008926957302773115
268f4a305d8f.json,uu8_posts_1_MIN_METADATA,SCORED,0.9838768542038282,multi_table,regression,multi_table/regression,0.005323911566430989
aa66a3148269.json,uu8_posts_1_MIN_METADATA,SCORED,0.9838263885872044,multi_table,regression,multi_table/regression,-0.014091337770032287
3b4a8a0ad409.json,uu8_posts_1_MIN_METADATA,SCORED,0.9837941395748266,multi_table,regression,multi_table/regression,-0.026498252775868713
9bede6855cc1.json,uu8_posts_1_MIN_METADATA,SCORED,0.9837941395748266,multi_table,regression,multi_table/regression,-0.026498252775868713
53395260e068.json,uu8_posts_1_MIN_METADATA,SCORED,0.9837941395748266,multi_table,regression,multi_table/regression,-0.026498252775868713
25eb17d5c1c0.json,uu8_posts_1_MIN_METADATA,SCORED,0.9836717178741348,multi_table,regression,multi_table/regression,-0.07359661403923622
22061ae5e39e.json,uu8_posts_1_MIN_METADATA,SCORED,0.983653139310162,multi_table,regression,multi_table/regression,-0.08074420235732414
35ffbbfe8d8c.json,uu8_posts_1_MIN_METADATA,SCORED,0.9836459729516196,multi_table,regression,multi_table/regression,-0.08350126047417433
a8f3442d2ab8.json,uu8_posts_1_MIN_METADATA,SCORED,0.9836459729516196,multi_table,regression,multi_table/regression,-0.08350126047417433
03329466099b.json,uu8_posts_1_MIN_METADATA,SCORED,0.9835387655726764,multi_table,regression,multi_table/regression,-0.12474633250821274
8cc863b9cd62.json,uu8_posts_1_MIN_METADATA,SCORED,0.9835387655726764,multi_table,regression,multi_table/regression,-0.12474633250821274
